,date,company,cleaned_headline,sentiment,sentiment_score
260,2025-05-27,TSLA,vtrs securities notice did viatris inc commit securities fraud contact bfa law about the class action lawsuit by june 3,neutral,0.76071703
261,2025-05-27,TSLA,codi securities notice did compass diversified holdings commit securities fraud contact bfa law about the class action lawsuit by july 8,neutral,0.6789964
262,2025-05-27,TSLA,bbai securities notice did bigbearai holdings inc commit securities fraud contact bfa law about the class action lawsuit by june 10,neutral,0.7491692
263,2025-05-27,TSLA,does tesla tsla offer a compelling rewardtorisk opportunity,neutral,0.7539441
264,2025-05-27,TSLA,wall street opens higher as tech stocks lead gains dow jumps over 300 points,positive,0.8846082
265,2025-05-27,AMZN,amazoncom amzn dropped on guidance that fell short of market expectations,negative,0.9720435
266,2025-05-27,GOOGL,steve cohen pulls the trigger on this ai powerhouse,neutral,0.8733696
267,2025-05-27,AAPL,apple blocks over 9b in potential fraudulent transactions in last five years aaplnasdaq,negative,0.57865053
268,2025-05-27,AAPL,apple expands iphones tap to pay to eight more countries in europe aaplnasdaq,positive,0.73336774
269,2025-05-27,GOOGL,alphabet continue to milk search while taking over ai nasdaqgoog,neutral,0.8156328
270,2025-05-27,AAPL,dow jones forecast djia rebounds as trump postpones steeper eu tariffs,negative,0.8350382
271,2025-05-27,TSLA,dow jones forecast djia rebounds as trump postpones steeper eu tariffs,negative,0.8350382
272,2025-05-27,AAPL,apple inc aapl is attracting investor attention here is what you should know,neutral,0.8375327
273,2025-05-27,MSFT,authid announces its 2025 board of directors nominees ahead of annual meeting,neutral,0.87883145
274,2025-05-27,AAPL,apple aapl positioned to benefit from potential usindia trade deal,positive,0.92454374
275,2025-05-27,GOOGL,alphabet ai agents are key to search growth nasdaqgoogl,neutral,0.76915723
276,2025-05-27,AAPL,apple aapl faces significant threat from chatgpt veteran investor says,negative,0.9500445
277,2025-05-27,MSFT,microsoft msft and nvidia nvda named as top picks by veteran investor,positive,0.71769285
278,2025-05-27,TSLA,teslas european woes see no end april sales crash 49 as rivals race ahead in ev market tesla nasdaqtsla,positive,0.68853915
279,2025-05-27,AAPL,futures rip higher after trump delays eu tariff hikes,negative,0.64628905
280,2025-05-27,AAPL,jim cramer warns market could be in trouble if apple nvidia stocks slide this week really bad sign apple nasdaqaapl hon hai precision otchnhpf,negative,0.9579515
281,2025-05-27,MSFT,should you buy amzn stock at 33 times earnings,neutral,0.9456706
282,2025-05-27,MSFT,stocks jump as japan panics about soaring bond yields,negative,0.7905224
283,2025-05-27,TSLA,stocks jump as japan panics about soaring bond yields,negative,0.7905224
284,2025-05-27,AAPL,stocks jump as japan panics about soaring bond yields,negative,0.7905224
285,2025-05-27,GOOGL,stocks jump as japan panics about soaring bond yields,negative,0.7905224
286,2025-05-27,AAPL,us stock market futures today dow surges over 500 points sp 500 and nasdaq rally as trump delays eu tariffs tech giants like apple microsoft and nvidia lead gains,positive,0.8192726
287,2025-05-27,MSFT,us stock market futures today dow surges over 500 points sp 500 and nasdaq rally as trump delays eu tariffs tech giants like apple microsoft and nvidia lead gains,positive,0.8192726
288,2025-05-27,TSLA,us stock market futures today dow surges over 500 points sp 500 and nasdaq rally as trump delays eu tariffs tech giants like apple microsoft and nvidia lead gains,positive,0.8192726
289,2025-05-27,MSFT,authid announces its 2025 board of directors nominees ahead of annual meeting,neutral,0.87883145
290,2025-05-27,TSLA,5 things to know before the stock market opens,neutral,0.93319935
291,2025-05-27,TSLA,volkswagens diesel deception ends in prison time for 4 former executives tesla nasdaqtsla uber technologies nyseuber,negative,0.79114205
292,2025-05-27,AAPL,apple aapl ceo skips middle east trip amid tariff concerns aapl stock news,negative,0.58336496
293,2025-05-27,AAPL,apple the covert cyclical of the mag 7 nasdaqaapl,neutral,0.72345376
294,2025-05-27,TSLA,stock market today futures rally as trump delays eu tariffs nvidia earnings in focus,negative,0.75309896
295,2025-05-27,AAPL,stock market today futures rally as trump delays eu tariffs nvidia earnings in focus,negative,0.75309896
296,2025-05-27,TSLA,wall street breakfast podcast tesla sales tumble in europe,negative,0.96969414
297,2025-05-27,AAPL,wall street breakfast podcast tesla sales tumble in europe,negative,0.96969414
298,2025-05-27,AAPL,1 nobrainer sp 500 index fund to buy right now for less than 200,neutral,0.9186279
299,2025-05-27,MSFT,1 nobrainer sp 500 index fund to buy right now for less than 200,neutral,0.9186279
300,2025-05-27,AAPL,us stocks likely to open higher after sp 500s fourday fall market is riskoff says expert apple nasdaqaapl autozone nyseazo,positive,0.7589917
301,2025-05-27,AAPL,this top vc wants to use main street america as an ai lab,neutral,0.922707
302,2025-05-27,AAPL,asia markets mixed europe gains dollar strengthens on eu tariff delay global markets today while us slept smartetfs asia pacific dividend builder etf arcaadiv,positive,0.87796265
303,2025-05-27,TSLA,tesla tsla faces steep decline in european ev sales amid rising competition,negative,0.9730638
304,2025-05-27,AAPL,the real cost of trumps eu tariffs,neutral,0.8857398
305,2025-05-27,AAPL,trumps recent wrath on apple ceo tim cook is also tied to the middle east not just india report nvidia nasdaqnvda apple nasdaqaapl,neutral,0.91321814
306,2025-05-27,TSLA,trumps recent wrath on apple ceo tim cook is also tied to the middle east not just india report nvidia nasdaqnvda apple nasdaqaapl,neutral,0.91321814
307,2025-05-27,TSLA,us stock futures rally after long weekend on trade reprieve,negative,0.50473243
308,2025-05-27,AAPL,us stock futures rally after long weekend on trade reprieve,negative,0.50473243
309,2025-05-27,GOOGL,us stock futures rally after long weekend on trade reprieve,negative,0.50473243
310,2025-05-27,TSLA,tesla autonomous driving rival pony ai to expand robotaxi fleet into dubai following agreement with regulators pony ai nasdaqpony,positive,0.8640269
311,2025-05-27,AAPL,is the vanguard mega cap growth etf your ticket to mega returns,neutral,0.8773566
312,2025-05-27,MSFT,is the vanguard mega cap growth etf your ticket to mega returns,neutral,0.8773566
313,2025-05-27,TSLA,norway wealth fund chief tells staff that using ai is a must,neutral,0.81395805
314,2025-05-27,GOOGL,norway wealth fund chief tells staff that using ai is a must,neutral,0.81395805
315,2025-05-27,AMZN,norway wealth fund chief tells staff that using ai is a must,neutral,0.81395805
316,2025-05-27,AAPL,norway wealth fund chief tells staff that using ai is a must,neutral,0.81395805
317,2025-05-27,MSFT,2 unstoppable dividend stocks to buy and hold forever,neutral,0.93027264
318,2025-05-27,AAPL,stock market today futures rally on trumps eu tariff delay as markets reopen after memorial day,positive,0.7375156
319,2025-05-27,MSFT,stock market today futures rally on trumps eu tariff delay as markets reopen after memorial day,positive,0.7375156
320,2025-05-27,TSLA,stock market today futures rally on trumps eu tariff delay as markets reopen after memorial day,positive,0.7375156
321,2025-05-27,TSLA,tesla struggles in europe as sales plunge 49 yy in april tslanasdaq,negative,0.96615547
322,2025-05-27,GOOGL,youtube ceo neal mohan says the streaming giant must disrupt itself as he reflects on what a future rival might look like alphabet nasdaqgoog alphabet nasdaqgoogl,negative,0.822908
323,2025-05-27,AAPL,stock market today markets rally as trump delays eu tariffs key earnings in focus,negative,0.7749635
324,2025-05-27,MSFT,stock market today markets rally as trump delays eu tariffs key earnings in focus,negative,0.7749635
325,2025-05-27,TSLA,stock market today markets rally as trump delays eu tariffs key earnings in focus,negative,0.7749635
